	restaurantName	address	city	postalCode	country	region	priceRange	cuisineType	facilitiesServices	creditCards	phoneNumber	website	latitude	logitude	description_filtered
57	La Magnolia	viale Morin 46	Forte dei Marmi	55042	ITA	Tuscany	€€€€	Modern Cuisine	Air conditioning, Car park, Garden or park, Interesting wine list	Amex, Mastercard, Visa	+39 0584 787052	https://www.lamagnoliaristorante.com/it/	43.9497169	10.1774953	hous within lord byron hotel one fort del marmi ’ best hotel restaur serv technic skil sophist cuisin strike beauti present menu featur meat fish dish local intern influenc well strong flavour campania chef ’ nativ region excel bread deserv particular mention
58	Le Case della Saracca	via Cavour 5	Monforte d'Alba	12065	ITA	Piedmont	€€	Piedmontese, Italian	Interesting wine list	Amex, Mastercard, Visa	+39 0173 789222	https://www.saracca.com/	44.5846665	7.9686028	situat delight saracca district monfort ’ old histor centr restaur occupi old restor hous glass steel decor provid harmoni contrast build ’ origin featur tabl arrang differ level connect seri vertigin staircas quiet intim restaur serv dual purpos ’ wine bar aperitif dine room provid backdrop dish region afield superb wine list variou label avail glass plu guestroom offer chanc spend night uniqu set
59	Osteria da Afro	via Umberto I 14	Spilimbergo	33097	ITA	Friuli-Venezia Giulia	€€	Regional Cuisine, Country cooking	Air conditioning, Car park, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0427 2264	https://www.osteriadaafro.com/	46.1125533	12.8987118	expertli run famili restaur far histor centr warm atmospher two dine room especi one fireplac daili special mark blackboard real gem restaur also charm guestroom furnish fir cherri wood
60	Osteria Il Bagatto	via XX Settembre 16	Limone Piemonte	12015	ITA	Piedmont	€€	Modern Cuisine	Terrace	Amex, Mastercard, Visa	+39 0171 927543	https://www.releven11.it/	44.2010853	7.5768821	typic mountain style ambienc enjoy care prepar cuisin made skil chef use best ingredi menu includ good choic region special well fish dish imagin contemporari fare
61	Osteria Vecchio Borgo	via Dronero 8/b	Cuneo	12100	ITA	Piedmont	€€	Country cooking	Wheelchair access	Amex, Mastercard, Visa	+39 0171 950609	https://www.osteriavecchioborgo.com/	44.3930839	7.5491385	describ “ meet point piedmont liguria ” quiet welcom restaur histor centr cuneo focus ingredi recip two region – famili involv restaur women kitchen men front hous liguria gener top-qual cuisin prepar use season produc personalis touch accompani good select wine also avail glass
62	Tantris	corso Risorgimento 384	Novara	28100	ITA	Piedmont	€€€	Creative	Air conditioning, Wheelchair access	Mastercard, Visa	+39 0321 657343	https://www.tantrisristorante.com/	45.4828355	8.6104091	singl eleg room menu invit gastronom journey marta grassi tantri ’ find local refer offer essenti creativ freeli interpret product region besid excel choic wine
63	50 Kalò	piazza Sannazzaro 201/b	Naples	80122	ITA	Campania	€	Pizza	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 081 1920 4667	https://www.50kalo.it	40.8286403	14.2199723	neapolitan tradit interpret dream 50 mean bread dough word “ kalò ” greek origin mean good – name “ good dough ” explain secret behind pizza made ciro salvo one famou pizza master napl chef make tradit neapolitan pizza larg size soft dough restaur ’ take reserv – ’ busi leav name wait call howev prefer wait ’ second restaur 2 piazza della repubblica book ahead time
64	Alle Corone	campo della Fava, sestiere Castello 5527	Venice	30122	ITA	Veneto	€€€	Modern Cuisine	Air conditioning, Wheelchair access	Amex, Mastercard, Visa	+39 041 523 2222	https://www.ristoranteallecorone.com/it/	45.437059	12.3377324	modern mediterranean venetian cuisin serv three eleg dine room – request – wine bar surround bottl wine window enjoy spectacl gondola pass along small canal outsid
65	Angelo Sabatelli	via Santa Chiara 1	Putignano	70017	ITA	Apulia	€€€	Country cooking, Asian Influences	Air conditioning, Interesting wine list, Wheelchair access	Amex, Mastercard, Visa	+39 080 405 2733	http://www.angelosabatelliristorante.com	40.8500527	17.1227135	talent brilliant chef helm restaur town ’ histor centr eleg contemporary-styl dine room provid backdrop technic cuisin showcas local produc occasion ad asian flavour visit larg well-stock wine cellar highli recommend ’ excel select sparkl wine champagn coupl beauti tabl use tast privat dinner
66	Casa Format	via Tetti Valfrè	Orbassano	10043	ITA	Piedmont	€€	Modern Cuisine, Country cooking	Air conditioning, Car park, Restaurant offering vegetarian menus, Wheelchair access	Amex, Mastercard, Visa	+39 011 903 5436	https://credenzagroup.it/locali/ristorto-casa-format/	45.002438	7.5737295	sustain complex veget garden lot passion element distinguish high-qual restaur modern build character larg window make solar energi cuisin authent tasti origin idea ice cream whip carpigiani machin servic delici exampl
67	Castello	via Cagna 4	Santa Vittoria d'Alba	12069	ITA	Piedmont	€€	Modern Cuisine	Car park, Garden or park, Great view, Terrace	Amex, Mastercard, Visa	+39 0172 478198	https://www.ristorantecastellodisantavittoria.it/	44.69611	7.9304	restaur offer sever differ option enjoy delici meat fish dish modern twist summer beauti veranda view hill surround countrysid offer alfresco dine winter bright modern dine room perfect set meal
68	Enrico Bartolini al Mudec	via Tortona 56	Milan	20144	ITA	Lombardy	€€€€	Creative	Air conditioning, Car park, Interesting wine list, Wheelchair access	Amex, Mastercard, Visa	+39 02 8429 3701	http://www.enricobartolini.net	45.4516	9.161865	enrico bartolini award michelin star restaur around itali chef continu impress surpris guest achiev three star restaur flagship address milan bartolini intent rest laurel instead continu creat new skil prepar dish full intens flavour take guest sophist culinari adventur situat third floor milan ’ museo dell cultur mudec restaur eleg contemporari lounge-styl vibe
69	Fiorentino e Locanda del Giglio	via Luca Pacioli 60	Sansepolcro	52037	ITA	Tuscany	€	Tuscan, Traditional Cuisine	Air conditioning	Mastercard, Visa	+39 0575 742033	https://www.ristorantefiorentino.it/	43.5714908	12.1398187	like beauti centr sansepolcro situat restaur much boast histori date back 200 year beauti decor dine room first floor palazzo pictur eleg servic friendli inform tradit cuisin inland tuscani plu welcom guestroom add appeal
70	Foresta	strada de la Comunità de Fiem 42	Moena	38035	ITA	Trentino-South Tyrol	€€	Regional Cuisine, Classic Cuisine	Car park, Interesting wine list	Amex, Mastercard, Visa	+39 0462 573260	http://www.hotelforesta.it	46.3599668	11.6432225	situat front dens fir wood restaur come someth surpris dish prepar genuin local ingredi result food full flavour ’ get tabl without tast pappardel pasta mushroom speck ham fillet venison redcurr sauc
71	Giglio	piazza del Giglio 2	Lucca	55100	ITA	Tuscany	€€€	Classic Cuisine, Italian	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0583 494058	https://www.ristorantegiglio.com/	43.8410854	10.5032438	hous beauti 18c palazzo giglio found 1979 run three young men took year ago three friend form real team come togeth inject new life restaur stand one mani squar lucca ’ charm histor centr fine weather guest enjoy live summer atmospher outdoor prefer quieter ambienc book tabl auster eleg dine room indoor modern cuisin italian feel combin french techniqu occasion use intern ingredi
72	Hostaria del Teatro	via Ordanino 5b	Castiglione delle Stiviere	46043	ITA	Lombardy	€€€	Modern Cuisine, Italian Contemporary	Air conditioning, Terrace, Wheelchair access	Mastercard, Visa	+39 0376 670813	https://www.hostariadelteatro.it/	45.3909991	10.4906348	welcom restaur open-view kitchen serv cuisin influenc tradit mantova veneto alongsid creativ dish inspir chef ’ imagin chef ’ wife provid friendli welcom front hous plu ’ delight garden alfresco dine fine weather
73	Il Sole di Ranco	piazza Venezia 5	Ranco	21020	ITA	Lombardy	€€€	Creative	Air conditioning, Car park, Garden or park, Great view, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0331 976507	https://www.ilsolediranco.it/	45.7982244	8.569655	eleg resid garden slope lake charm terrac meal serv summer offer superb view lake cuisin combin tradit modern includ imagin flavour focu local sourc ingredi
74	La Barca	litoranea Salentina	Marina di Pulsano	74026	ITA	Apulia	€€	Seafood	Air conditioning, Car park, Great view, Terrace	Amex, Mastercard, Visa	+39 099 533 3335		40.3586767	17.3445166	nestl splendid beach bay restaur focus sea view also cuisin owner take centr stage dine room dish prepar kitchen vari gener size reason price featur classic recip allow full flavour top-qual fish shine
75	La Fossa del Grano	via Minuziano 63	San Severo	71016	ITA	Apulia	€€	Apulian, Traditional Cuisine	Air conditioning, Terrace	Mastercard, Visa	+39 0882 241122	https://www.lafossadelgrano.com/	41.6844115	15.3820992	must anyon look tradit home cook authent cuisin puglia make sure tri antipasti move first main cours
76	La Rosina	via Marchetti 4	Marostica	36063	ITA	Veneto	€€	Venetian, Classic Cuisine	Air conditioning, Car park, Great view, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0424 470360	https://larosina.it/	45.7745125	11.6603203	100 year histori behind la rosina still look good thank renov work carri year ago given restaur new look situat attract locat hill around marostica excel restaur sound choic good food provinc vicenza serv modern region italian dish full flavour enjoy beauti view surround hill guestroom
77	Laite	borgata Hoffe 10	Sappada	33012	ITA	Veneto	€€€€	Regional Cuisine, Traditional Cuisine	Interesting wine list	Amex, Mastercard, Visa	+39 0435 469070	https://www.ristorantelaite.com/	46.5685736	12.6948157	occupi typic mountain properti quiet district restaur featur two magnific stube-styl room one date 17c 18c decor profus wood three menu name local dialect sum chef fabrizia meroi ’ culinari vision “ verpai ” someth flow quickli shortest menu “ asou ” “ così ” italian “ like ” featur restaur ’ histor dish “ plissn ” fir needl showcas tradit recip base season ingredi whim chef occasion exot twist exampl catfish serv mountain dashi shitak region recip season local ingredi take pride place accompani wine chosen enthusiasm elena fabrizia ’ daughter includ excel select glass care attent flavour focu rather overli complex dish guest enjoy delici food head home wonder memori fabul gourmet experi
78	Le Calandre	via Liguria 1, località Sarmeola	Rubano	35030	ITA	Veneto	€€€€	Creative, Contemporary	Air conditioning, Car park, Interesting wine list	Amex, Mastercard, Visa	+39 049 630303	httpss://alajmo.it	45.4215425	11.8096633	situat away main road main shop centr fabul le calandr run alajmo famili soft light even day perfectli complement decor minimalist-styl dine room design brother massimiliano raffael tablewar use restaur cuisin present three tast menu classico max raf option reduc number cours choos dish differ menu almost à la cart style combin familiar flavour imagin twist max ’ cuisin celebr restaur ’ signatur dish “ passi ’ oro ” 2.0 risotto famou cuttlefish cappuccino black ink well creativ dish inspir pass season restaur also delicatessen anyon keen purchas gourmet souvenir
79	Locanda 4 Cuochi	via Alberto Mario 12	Verona	37121	ITA	Veneto	€€	Classic Cuisine, Italian	Air conditioning, Terrace	Mastercard, Visa	+39 045 803 0311	https://www.locanda4cuochi.it/	45.44019	10.99397	situat behind amphitheatr right histor centr attract restaur serv simpl yet top-qual cuisin run two former pupil chef giancarlo perbellini menu featur contemporari italian cuisin includ dish creami risotto saffron prawn lemon curd lamb kebab aromat herb corn salad mint yoghurt black sesam seed
80	Menzaghi	via San Giovanni 74	Fagnano Olona	21054	ITA	Lombardy	€€	Modern Cuisine	Air conditioning	Amex, Mastercard, Visa	+39 0331 361702	https://www.ristorantemenzaghi.it/	45.6780491	8.8688605	’ found car park make way restaur ’ small tradit dine room warmli welcom owner real wine enthusiast well look friendli yet effici staff gener cuisin plenti attent paid local season ingredi daili special come highli recommend
81	Antica Trattoria da Miculan	piazza Libertà 16	Tricesimo	33019	ITA	Friuli-Venezia Giulia	€	Regional Cuisine	Air conditioning, Terrace	Mastercard, Visa	+39 0432 851504	https://www.trattoriamiculan.com/	46.1610218	13.2163029	small bar busi local act sort “ antechamb ” typic trattoria summer terrac tricesimo ’ main squar restaur boast tradit region featur wood-burn stove known fogher serv local special alongsid fish dish summer ’ tast menu focus exclus fish
82	Villetta Annessa	via Monte Oro 9	Riva del Garda	38066	ITA	Trentino-South Tyrol	€€€	Classic Cuisine, Grills	Air conditioning, Car park, Garden or park, Terrace	Mastercard, Visa	+39 0464 552335	https://www.hotelvillamiravalle.com/it/il-ristorante-villetta-annessa	45.8863357	10.8381169	charm annex villa miraval hotel edg riva ’ histor centr restaur boast warm atmospher pleasant outdoor space summer dine region season dish serv list blackboard brought tabl hous special undoubtedli meat cook sizzl grill – first sight greet enter dine room
